7 amazement
1 amazement,
5 amazement.
1 amazing
2 amazing!”
1 amazing,
1 ambling
1 america
1 america.
6 american
1 american.
2 americans
2 americans,
2 americans.
1 ami,
1 amiss,
26 among
1 amplification
1 amplifier
2 amplifier.
1 amplify
1 amplifying
1 amuck
1 amuse
2 amused
1 amusing
146 an
2 ancestors
2 anchor
4 anchored
1 ancient
2031 and
20 and,
1 and—absolutely
1 and—hello,
1 and—look
2 anemones
1 angels
1 angels,
1 anger
1 anger,
1 angle
1 angry,
2 animals
1 animals?”
1 announce
20 announced
2 announced,
10 announced.
1 announcement
48 another
2 another!”
1 another,
2 another’s
2 answer
1 answered
1 answered.
2 answering
1 antagonist
1 antenna.
1 antenna?
2 antennae
1 ants
1 ants’
1 ants”
1 anvil
4 anxious
2 anxiously
129 any
1 any)
1 anyhow
1 anyhow.
5 anyone
1 anyone.
43 anything
1 anything!
2 anything.
1 anything.”
1 anything?
1 anyway
1 anyway,
1 anyway,”
2 anyway.
6 anywhere
1 anywhere.”
1 anywheres.
40 an’
1 ape,
1 aperture
1 apologetic
1 apologetically,
1 apologized
1 apout
5 apparatus
6 apparently
1 appear
6 appearance
1 appearance,
1 appearance.
1 appearances
14 appeared
2 appeared,
2 appeared.
1 appearing
1 appears
1 appears,
1 appetites
1 appetites.
1 appetizing
2 appleton
3 applicable
1 apply
4 approach
4 approached
1 approached.
5 approaching
2 approaching.
1 appropriated
1 april
1 aptly
1 arabian
1 arc
1 arc,
2 arch
1 arched
1 arches,
13 archive
1 archway
108 are
1 are!
4 are!”
3 are,
2 are,”
4 are.
3 are.”
1 area
7 aren’t
1 arguing
1 arise
1 arise,
6 arm
3 arm,
1 arm.
3 armed
1 armpits
6 arms
3 arms,
2 arose
41 around
2 around,
1 around.
1 arouse
2 aroused
1 aroused,
1 aroused.
1 arousing
5 arrange
2 arranged,
1 arranged?”
1 arrangements.
1 array
1 arrest,
2 arrested
1 arrival
1 arrival.
1 arrival?”
1 arrivals
1 arrive.
5 arrived
1 arrived!”
1 arrived,
1 arrived.
1 arrives.
1 arsk
1 arsks
1 art
3 article
1 articles
1 artist,
439 as
3 as,
2 ascend
1 ascending
1 ascertain,
2 ascii"
2 ashamed
1 ashen
1 ashes
11 ashore
5 ashore,
2 ashore,”
1 ashore.
3 ashore.”
1 ashore;
2 ashore?”
4 aside
1 aside,
1 aside.
14 ask
1 ask.
27 asked
1 asked,
6 asked.
1 asked—admiralty
4 asking
1 asleep
1 asleep!”
1 ass,
1 assailant.
1 assent
4 assented
1 assimilate
1 assimilated
1 assistance
1 assistants
1 associate
1 associate.
8 associated
1 associated)
1 associates
1 assume
1 assume,
17 assured
1 astern!
1 astern,
1 astonished
1 astonishing
1 astonishment
1 astonishment.
2 astounding
1 astounding.
1 astray
319 at
1 at;
3 ate
1 athwart.
1 atlantic
1 atlantic,
1 atlantic.
1 atlantic—we
1 atom
1 atoms.
1 atta
1 attach
1 attached
1 attaching
3 attack
1 attack.
6 attacked
2 attacking
4 attempt
1 attempted
1 attempting
1 attempts
1 attend
1 attended
3 attention
1 attention,
1 attention.
2 attentively
1 attitude
1 attract
3 attracted
1 author
1 author:
2 authorities
1 authorities,
1 authority
1 automatic
1 available
1 avenge
1 avenged
4 avoid
1 avoiding
1 aw,
1 awaiting
1 awake
1 awake,
1 awake.
3 aware
2 awash
2 awash,
1 awash.
32 away
3 away!
6 away,
1 away--you
10 away.
1 away.”
1 away—in
1 awe-struck
1 awed
7 awful
2 awfully
2 awoke
3 aye,
1 azure
1 a’
1 a’mighty
1 b
1 b.
1 babers,
52 back
1 back!
2 back!”
6 back,
1 back,”
7 back.
1 back.”
2 backing
3 backs
1 backs.
1 backward.
1 backwards
1 back—not!”
4 bad
2 bad!”
1 bade
1 baffled
1 bag
1 baggage.
1 baggy
8 bahaman
1 bahaman.
1 bahamans.
1 bahaman’s
5 bahamas
2 bahamas,
1 bahamas,”
1 bahamas.
1 bahamas—when
1 bait
1 bait.
1 bait—red
1 balance
1 baleful
1 bally-hoo
1 bamboo
1 banana
1 bananas
1 bananas,
24 bancroft
1 bancroft!
1 bancroft!”
4 bancroft,
2 bancroft.
1 bancroft’s
1 band.
1 bandannas
2 bands
1 bang
8 bank
1 bank!”
1 bank,
3 bank.
1 banked
3 banks
1 banner-leaved
1 bar
1 bar.”
2 bare
2 barely
1 barge
1 bark
1 barking
1 barracks
2 barrel
2 barrier
1 barter
2 base
2 based
1 bases
1 bathed,
1 bathing
2 battered
1 batteries
2 battle
2 battle,
1 battle.
1 battle?
17 bay
5 bay,
10 bay.
1 bay.”
1 bay;
1 bay——”
272 be
1 be,
2 be,”
2 be.
1 be.”
1 be?”
12 beach
2 beach,
1 beach,”
4 beach.
1 beached
2 beaches
1 beaches,
1 beak.
3 beam
1 beaming.
1 beans
1 beans,
2 bear
1 beard
1 beard,
1 beard?”
1 beards
1 bearing
4 bearings
2 bearings.
1 bearings.”
1 bear’s.
6 beast
1 beast!”
1 beasts.”
7 beat
4 beating
1 beating.
4 beats
1 beats,
2 beauties
1 beauties.
6 beautiful
1 beautiful,
1 beautifully
1 beautiful—but
7 became
8 because
2 beckoned
1 become
1 becoming
1 bedecked
1 bedroom
2 beds
1 beds,
2 beeg
1 beeg.”
158 been
1 been,
84 before
6 before,
3 before,”
1 before.
1 before?
1 before?”
11 began
1 began;
1 beggars
1 begged
2 begging
3 begin
7 beginning
1 begins
1 beheld
21 behind
1 behind,
1 behind;
41 being
1 beings,
1 beke
1 beke!
1 beke.
1 belated
37 believe
1 believe.”
4 believed
1 believers
1 believing
4 bell
1 bell,
1 belles
5 bellow
1 bells
1 belong
8 below
1 below!
1 below!”
3 below,
5 below.
1 below?”
1 belt
1 belt,
1 belts
1 belying
4 bend
1 bend,
1 bend.
2 bending
5 beneath
4 bent
1 bent,
1 bereft
9 beside
1 besides
2 besides,
8 best
1 best,”
1 bes’
33 bet
1 bet!”
3 bet,
2 bet.
3 betrayed
1 betraying
17 better
1 better,
2 better.
2 better.”
1 betting
23 between
1 bet—or
1 bewildered
17 beyond
4 beyond,
3 beyond.
1 beyon’
2 be——”
1 bidding,
47 big
4 big,
4 bigger
1 bill
1 bill!”
2 billiard
1 billiards
1 binary,
1 binding
4 bird
1 bird!”
1 bird?”
4 birds
3 birds,
1 birds’
1 bird—a
1 bird—if
21 bit
1 bit.”
1 bite
1 bite.”
10 bits
1 bits!
1 bits.”
2 bitten
1 bivalves.
24 black
1 black!”
6 black,
1 black-jacks
1 blackened
1 blackness?
4 blacks
2 blacks,
1 black’s
1 blade
1 blades
1 blades,
3 blame
15 blamed
1 blank
1 blankets
1 blankets.
1 blast
1 blasted,
4 blazes
2 blazing
1 bleached
2 bless
2 blessed
2 blind
1 blind,
1 blind,”
1 blinding
1 blistered
3 block
2 blocked
1 blocks,
1 blonde
2 blood
1 blood!”
1 blood-covered
2 blood-curdling
1 blood-curdling,
1 bloodstained
1 bloody
1 bloomin
1 bloomin’
1 blouse,
4 blow
1 blow,
1 blowed
1 blowing
1 blowin’
2 blown
4 blows
1 blows,
22 blue
3 blue,
2 bluejackets
1 bluffing
1 blur
10 board
1 board,
1 board?”
2 boarded
1 boarding
1 boast
77 boat
1 boat!”
8 boat,
1 boat-gear,
4 boat.
2 boat.”
1 boatload
2 boatman
1 boatman!”
1 boatman,
1 boatman.
1 boatman’s
1 boatmen
9 boats
2 boats,
2 boats.
1 boats.”
1 boats?”
1 boats—until,
1 boats’
1 boat—savored
1 boat’
9 boat’s
2 boat”
2 bob
3 bobbed
3 bobbing
1 bobs
1 bodies
1 bodies,
7 body
1 body,
1 bolshevik
1 bolsheviki
2 bolsheviks
1 bolsheviks,
1 bolsheviks,”
1 bolshevism
4 bolshevist
1 bolshevists
1 bomb!”
1 bomb-throwing
1 bomb.
2 bombs
1 booby
1 book
1 books.
2 boom
1 booming
1 boots
1 bored
1 bored!”
2 born
3 borne
1 boss,
1 boss,”
1 boss.
1 bosun’s
12 both
4 bother
1 both—or
26 bottom
1 bottom!”
4 bottom,
6 bottom.
12 bound
1 bound,
1 bound,”
2 bounded
2 bounds
1 boun’
4 bow
1 bow.”
1 bowed
1 bowled
1 bowls.
2 bows
2 bows,
1 bows.
3 box
1 box.”
2 box”
7 boy
1 boy!
3 boy,
1 boy.
1 boy.”
1 boy;
2 boyish
213 boys
2 boys!
2 boys!”
22 boys,
1 boys,”
10 boys.
4 boys.”
1 boys;
2 boys?
3 boys?”
1 boys—ever
1 boys—frightened,
24 boys’
1 bracing
3 brain
1 brain,
1 brain.
1 brains,
1 branch
1 branch,
1 branched
3 branches
5 branches,
1 branches.
1 brandy
2 brass
1 brave
1 bravely
1 braw
2 breach
1 bread
1 break
1 breakfast
1 breakfast,
1 breakfast.
1 breaking
1 breasts
1 breath
2 breath,
5 breath.
1 breathe
2 breathed
1 breathessly
2 breathing
1 breathing,
1 breathless
3 breathlessly
1 breathlessly,
1 breathlessly.
1 breaths
1 breaths.
1 bred
1 breech
1 breech,
1 breed
1 breeze
4 bridge
2 bridge,
1 bridge-deck
1 bridge.
5 brief
5 bright
2 bright-colored
2 bright-hued
1 bright-plumaged
1 brightened.
1 brighter
1 brighter,
1 brightest
1 brightly
1 brightly-garbed
8 brilliant
6 bring
6 bringing
3 british
1 britishers
12 broad
1 broad-brimmed
2 broad-leaved
1 broad-shouldered
1 brocades,
10 broke
4 broken
1 broken.
1 bronze
1 brooklyn
15 brought
1 brow
4 brown
1 brown,
1 brown-skinned
1 brows,
1 bruised
5 brush
1 brush,
3 bubbles
1 buccaneer
1 buckos
3 build
1 building
1 building,—red
2 buildings
1 buildings,”
1 buildings.
2 buildings;
1 built
1 bulb
1 bulged
2 bulk
1 bulkhead
2 bulkheads
1 bulky,
1 bull-like
1 bullet
1 bullets
2 bully
1 bumblebee,
3 bump
8 bumped
3 bumping
16 bunch
1 bunch.
1 bunch.”
1 bunch’ll
1 bunk
1 bunk.
1 bunkers?”
1 bunks
1 bunting,
1 buried
1 burly
3 burn
2 burned
1 burnished
1 burnt
16 burst
4 bush
2 bushes
2 busied
1 busily
5 business
1 business!”
2 business,
2 business,”
2 business.
1 business@pglaf.org.
2 bust
11 busy
317 but
3 but,
1 butchered
1 butchered.”
1 butt
2 butterflies,
1 butterfly
1 buttress-like
1 buy
1 buzz
1 buzzes
1 buzzing
213 by
1 by!
1 by!”
1 by,
2 by.
1 by.”
1 b’
1 cabbage
4 cabin
2 cabin.
1 cabinet
1 cabinet,
2 cable
1 cable.
2 cables
1 cacao
1 cached
1 cadence
1 cahoots
7 caicos
1 caicos.
1 calculate
1 calculated
1 calico
33 call
1 call!”
1 call.
13 called
1 called.
5 calling
5 calls
4 calm
1 calmly
1 calmly.
77 came
1 camouflage,”
1 camouflage.”
1 camouflage?”
1 camouflaged
1 camp
1 camp,
1 camp,”
1 camp.”
1 camp?
1 camped
146 can
1 can,
1 can,”
1 can.”
1 canal,
1 canceled
1 cane
1 canna
1 cannibal
1 cannibalism.
1 cannibals
1 cannibals,
1 cannon.
9 cannot
4 canoe
3 canoe,
1 canoes
1 canoes.
3 canvas
1 canvas.
45 can’t
1 can’t,
1 can’t——”
2 cap
3 cap.
1 capable
1 capered
1 capsized
2 captain,”
1 captain?”
1 captive
1 captive,
3 captives
1 captors
1 captors,
2 capture
1 capture!
5 captured
1 captured?
1 capturing
1 card
4 care
5 careful
1 careful.
1 careful.”
7 carefully
1 carefully,
1 carefully.
2 careless
1 caretakers
1 cargo,
1 caribbean
2 caribbean.
1 carriage
1 carriage,
3 carried
1 carried.
8 carry
4 carrying
1 cart
4 case
1 case,”
2 cases
1 cases,
1 casks
1 casks.
1 cassava,
2 cast
1 casting
1 casual
1 casually
1 casually,
2 cat
6 catch
1 catching
1 cat”
16 caught
3 cause
1 cause.
3 caused
1 causes
1 caution
1 caution,
1 cautioned
2 cautious
1 cautious.
1 cautiously
1 cautiously,
11 cave
1 cave!
1 cave!”
1 cave.
1 cave?”
1 cavern
2 cavern,
1 cavern.
4 caves
2 caves,
1 cawnt
21 cay
2 cay,
1 cay,”
6 cay.
5 cay.”
10 cays
1 cays!”
2 cays.
6 caña
2 cease
1 cease.
3 ceased
3 ceased,
2 ceiling
1 cent
1 center
1 centered
1 centers
10 certain
5 certainly
1 chafing
3 chagrin
1 chagrined
1 chains
1 chair
1 chair.
1 chairs,
3 chamber
2 chamber,
1 chambers
1 champion
7 chance
1 chance,
6 chances
1 chances.
1 change
1 change,
1 change.
1 change.”
5 changed
1 changed—i’m
13 channel
2 channel,
1 channel,”
1 channel.
1 channel.”
5 channels
1 channels,
2 channels.
1 channel—a
2 chant
1 chanting
6 chap
8 chaps
13 chapter
2 character
1 character,
1 characteristic
10 charge
1 charges.
1 charitable
1 charities
1 chart.
1 chase
1 chase?
3 chasing
1 chattered
2 chattering
1 chatting
2 check
1 checked
2 checking
1 checks,
1 cheeks,
2 cheer
1 cheer.
1 cheered,
1 cheerful
1 cheerful.
1 cheerfully,
1 cheers
1 cheery
1 chemicals
1 chemicals.
3 chest
1 chest,
5 chief
1 chief!”
5 chief,
13 chief,”
15 chief.
12 chief.”
4 chief?”
1 chief—i
2 chief’s
1 chill
2 chills
1 china!”
1 china-blue
1 chip
1 chipped
1 chiseled
1 chocolate
1 chocolate-colored
1 choking
1 choking.
1 choose
1 choosing
1 christopher!”
7 chuckled
1 chuckled,
6 chuckled.
1 chuckling
1 chum
1 churned
1 cigar-shaped,
1 cinch!”
1 cipher
1 cipher.
3 circle
1 circle,
1 circle.
1 circled
1 circled,
1 circles
1 circles,
1 circling
1 circling!”
1 circling.
1 circum-spec’,
1 circumstances
1 cities,
2 city,
1 civilians
1 civilization,
1 civilized
1 civilized,
1 clad
1 claim
1 claimed
2 clambered
2 clambering
1 clanging
1 clapped
1 clapping
1 clarity
1 clasping
1 clattered
1 claws
1 clay
10 clean
18 clear
2 clear,
6 cleared
1 clearer.
3 clearing
4 clearly
1 clearly,
2 clearly.
1 clears
1 clear—was
3 clever
1 clever!”
1 cleverly
1 cleverness
1 clicks.
2 climb
3 climbed
2 climbing
2 clinging
1 clock
36 close
1 close-growing
1 close-packed,
3 closed
2 closely
6 closer
1 closer!”
1 closer,”
1 close—they
1 cloth,
1 clothed
1 clothes
1 clothes,
2 cloud
1 cloud-like
1 clouds
1 clouds,
1 clubs
2 clue
2 clump
2 clumps
5 clumsy
1 clumsy,
1 clumsy-looking
1 cluster
1 clusters
1 clutched
1 cluttered
1 coal
2 coast
1 coast.”
1 cocked
1 cockey
6 coconut
1 coconuts
1 coconuts,
1 code
1 codes
1 coffee
1 coffee!”
1 coffee,”
1 coffee;
1 coherent
30 coil
1 coil!
6 coil,
4 coil.
1 coil?
1 coiling
2 coils
1 coils.”
1 coil—that
3 coin
1 coin!
1 coincidences
3 coins
4 cold
2 cold,
1 cold-blooded
1 coldly
1 collapse
4 collection
1 collection.
1 collision
1 colony
4 color
1 color.
9 colored
2 colors
3 column
2 columns
1 combination.”
1 combined
1 combined.
48 come
4 come,
5 come.
1 come?
7 comes
1 comes!
1 comfort.
17 coming
2 coming!
1 coming?”
1 commanded,
1 commanded.
9 commander
2 commander.
1 commander?”
1 commander’s
1 comman’s
2 commenced
1 commenced.”
1 commendation
2 comment.
10 commented
1 commented,
1 commercial
1 committed
1 commo-date
1 common
4 communicate
1 communicate,”
2 communicating
1 communication
1 communication,”
1 compact
1 companion
1 companion,
1 companion.
4 companions
2 companions,
3 company
1 company,
1 compared
1 comparison
1 compartment—sort
3 compass
1 compass,
2 compass.”
1 compasses.
2 compelled
1 compilation
2 complained
2 complete
1 complete,
1 complete.
2 completed
6 completely
4 compliance
1 compliance.
1 complicated
6 comply
3 complying
1 comprehen’
1 comprehen’s,
1 compressed,
2 computer
1 computers
1 computers.
2 comrades
1 concealed
1 concealed.
1 conceit
2 concept
1 concerned
3 concerned.
1 concerned.”
2 concerning
1 concerted
3 conch
5 conchs
1 conchs.”
1 concluded.
2 conclusion
1 conclusively
1 concussion
2 condition
1 conditions,”
1 conductor
1 confederates
1 confessed
1 confidence
1 confidence.
2 confident
1 confined
1 confirmation
2 confirmed
3 confound
2 confounded
2 confused
2 confused,
1 congratulating,
1 conical
3 connect
6 connected
2 connecting
3 connection
1 connections
10 conning
1 consciousness
1 consciousness.
1 consecutive
1 consent
1 consented,
2 consequence
1 consequential,
2 considerable
1 consideration
1 consideration,
1 consideration.
2 considered
1 consisted
1 conspirators
2 constant
6 constantly
5 contact
1 contagious
3 contain
3 contained
1 containing
3 contemptuously
1 contemptuously.
2 content
3 contents
1 continent.
1 continue
1 continue.
5 continued
3 continued,
2 continued.
1 continued:
1 continuing
1 contorting,
3 contraband
1 contract
1 contrary
2 contributions
3 control
1 controls,
1 convenience.
6 conversation
1 conversation,
1 conversationin’
2 converse
1 conversing
1 convert
1 convince
6 convinced
1 cook
2 cooking
1 cooks!”
1 cool-headed
1 cop
2 copied
7 copies
6 copper
1 coppery-tinted
1 cops
8 copy
4 copy,
2 copying
2 copying,
13 copyright
1 copyright,
18 coral
1 coral!”
3 coral,
1 coral-encrusted
13 corals
2 corals,
1 corals,”
1 corals.”
1 coral’s
1 corking
1 corn;
4 corner
1 corner,
1 corners
1 corners,
2 corporation
1 corral
1 correct,”
1 corrupt
2 cost
1 cost,
2 costs
1 costumes
2 cotches
1 cotton
1 couch
1 coughing,
138 could
1 could,
1 could,”
14 couldn’t
1 couldn’t,
1 count
1 count.”
1 counted
1 countenance
1 counterfeits
2 countless
1 countries
2 country
1 country,
1 country.
2 couple
1 courage
27 course
2 course!”
4 course,
1 course,”
1 course.
1 courses
1 course—pressure’s
1 court
2 cove
1 cove.
1 cover
9 covered
2 covering
1 coward,
1 cowed—in
2 cowered
2 cowering
1 cow’s
4 crabs
1 crabs,
1 cracked
1 crackling
20 craft
5 craft,
3 craft.
1 craft’s
1 crank,
1 crash
1 crash.
1 crashed
2 crashing
4 crawled
1 crawling
4 crazy
1 cream-colored
1 cream-tinted
1 create
2 created
4 creating
1 creation
7 creature
2 creature.
1 creature?
2 creatures
2 creatures,
2 creature’s
2 credit
4 creek
1 creek,
1 creek.
3 creeks
2 creeks.”
1 creeping
3 creole
1 creole,
1 creole.
2 crept
11 crew
4 crew,
3 crew.
2 crews
1 crews’
1 crickety,
1 crickey
1 crickey!
1 crickey,
71 cried
1 cried,
7 cried.
7 cries
1 cries,
1 crime
1 crime,
1 crimes.
2 criminal
3 criminal,
1 criminal.
1 criminals
1 crimson
1 cripes!”
2 crisp
2 crisply.
1 critical
2 croaks
1 crook
1 crook.
2 crooked
1 crooked,
1 crooks,
3 cross
2 crossed
1 cross—ah!
4 crouched
1 crouching
2 crowbar
7 crowd
3 crowd,
2 crowded
2 crowding
1 crowds
1 crown
2 crude
3 cruel
2 cruel,
2 cruise
1 cruise.
2 cruising
1 crumble
1 crustaceans
10 cry
2 cry,
1 cry,”
4 cry.
19 crystal
2 crystal,
11 crystals
1 crystals!
2 crystals,
6 crystals.
1 cuba,
1 culmination
1 culprit.”
2 cultivated
1 cultivating
1 cunning
1 cup-shaped
1 curacao
1 curacao.
1 curacao?
1 cured
4 curiosity
1 curiosity,”
3 curious
2 curiously
1 curiously,
1 curling
7 current
1 current,
1 current.
1 current.”
2 curse
1 curses
2 curtain
1 curtain,
1 curtains
1 curtains.
3 cushioned
3 customs
16 cut
1 cuts,
5 cutter
1 cutter’s
1 cutting
3 cypher
2 d.
1 da
1 dad
1 dad,”
1 dad’ll
1 dad’s
1 dah
1 damage
1 damage.
1 damaged
2 damages
1 damages,
1 damages.
3 dance
2 dance!
1 dance,
4 danced
1 dancer
3 dancers
1 dancers’
1 dance—would
6 dancing
2 dancing,
5 danger
2 danger.
2 dangerous
1 danger’s
1 dangled
2 dare
3 dared
1 dared,
2 daring
19 dark
3 dark,
1 dark,”
1 dark.
1 dark.”
1 darker
1 darkest
3 darkness
1 darkness,
1 darkness.
3 darky
2 dark—and
1 darn
8 darned
3 darted
1 darting
2 dash
4 dashed
1 dashed,
1 dashing
1 das’
1 data,
4 date
1 date:
1 daub
1 daubed
2 dawn
1 dawn.
2 dawned
10 day
2 day,
1 day,”
1 day.”
2 daylight
1 daylight.
18 days
1 days.”
1 day—let’s
1 day’s
2 dazed
2 dazed,
2 dazzling
1 de
11 dead
2 dead.
2 deadly
2 deafening
1 deafening,
3 dealing
6 death
5 death.
1 death.”
3 debt
11 decided
1 decisively.
17 deck
7 deck,
3 deck.
4 decks
2 decks,
2 decks.
89 declared
3 declared,
11 declared.
1 declaring
1 decoded,
1 deductible
2 dee
12 deep
3 deep,
2 deep-sea
1 deep-seas
1 deep.”
2 deeper
3 deeply
1 deeply,
1 deeply.
1 deer
1 dee”
3 defect
2 defective
1 defective,
1 deffil
1 defiance
1 defied
1 definite
1 defy
1 degree
1 dejected
1 delay.
1 delaying
1 deletions
1 deliberate
1 delicate
1 delicious,
4 delight
2 delight,
1 delight.
1 delight;
3 delighted
1 delighted,
1 delightful
1 delivered
2 demand
15 demanded
1 demanded,
2 demonstrate
1 demonstrated
1 den,
1 denizens
8 dense
1 dense,
2 densely
1 depart
1 departed,
1 departure
1 depend
2 depended
1 depends
1 depicted
1 deposited
1 depressed
5 depth
1 depths,
3 der
1 derelict,
1 derisive
3 derivative
1 derive
1 derived
1 descend
1 descended
5 descending
1 describe
3 described
2 described.
6 description
1 description.”
1 descriptions
1 desert
9 deserted
1 deserted!”
3 deserted,
2 deserted.
1 deserters!”
2 deserting
1 deserved
1 designs?
1 desire
1 desire,
1 despatched
1 desperate
1 desperation,
1 despised
7 despite
5 destroy
21 destroyer
3 destroyer,
1 destroyer,”
1 destroyer?”
5 destroyers
2 destroyer’s
1 destroying
1 detach
1 detailed
1 details;
1 detect
1 detected
3 detective
14 detectives
1 detectives”,
4 detector
1 detector,
1 detector.
1 detector?”
3 detectors
1 detectors.
1 detector—the
1 determine
1 detonation
1 detonation,
1 detours,
3 deuce
1 development
1 developments
1 device
1 devices
1 devices;
20 devil
1 devil-dancer
1 devil-worshipers.”
2 devils
1 devil—and
1 devil’s
1 devious
1 devised
1 devising
1 devote
1 dial
1 dial.
1 dialect
1 dialect.”
1 diameter
5 dickens
56 did
1 did!
3 did!”
2 did,
1 did,”
40 didn’t
1 didn’t,
1 didn’t.”
1 die
1 died
1 died.
1 diesel
2 difference
1 difference,”
7 different
1 different,”
1 different.
1 differently
1 difficult
1 difficulties.
1 difficulty,
1 dignity.
1 diligently
2 dim,
1 dime
1 diminutive
1 dimly
1 din
1 dinner.
1 dipped
3 direct
1 direct,
1 directing
9 direction
2 direction,
1 direction.
2 directions
1 directions.
5 directly
1 director
1 directors’
6 dirty
1 dis
3 disable
3 disabled
1 disabuse
5 disappearance
4 disappeared
1 disappeared,
2 disappeared.
1 disappeared—vanished
3 disappointed
1 disappointed,
1 disaster
1 disaster,
1 disaster.
21 disbrow
3 disbrow,
1 disbrow,”
2 disbrow.
1 disbrow’s
2 discarded
1 discernible
1 disclaim
3 disclaimer
1 disclaimers
1 disclose
1 discolored
1 disconcerting
1 disconnected
1 disconnecting
1 discontinue
1 discordant
3 discover
10 discovered
1 discovered,
3 discoveries
4 discovery
2 discovery.
3 discussing
1 disembarked,
4 disguise
1 disguise.
1 disguises—that
1 disguising
1 disillusionment
1 disjointed
1 disk
2 dismal
1 disobeyed
1 disorderly
1 dispirited.
1 display,
1 displayed,
2 displaying
2 displaying,
1 disposal
7 distance
1 distance,
1 distance.
1 distance—particularly
2 distant
1 distant,
1 distant.”
3 distinct
1 distinct,
2 distinctly
1 distinguish
1 distinguish;
1 distinguishable,
1 distinguished-looking
1 distress
1 distressed
6 distribute
3 distributed
1 distributed:
6 distributing
1 distributing,
6 distribution
1 distributor
1 disturb
2 disturbed
2 disturbed.
1 disused
3 dive
1 dive.
18 diver
4 diver,
18 diver.
6 divers
2 divers,
1 divers.
1 diver—fake
5 diver’s
1 dives.
22 diving
3 diving.
1 diving—say,
1 divulge
2 di’sarn
92 do
1 do,
1 do,”
2 do.
1 do.”
2 do?
1 do?”
3 doan’
8 dock
2 dock,
2 dock.
1 dock;
3 docks
1 doctors
1 doctor’s
1 dodged
1 doerck_,
10 does
2 does!”
3 does,
7 doesn’t
1 dog,
7 doing
2 doing!”
1 doing.
2 dollar
2 dollars
1 dolled
8 domain
1 dome
1 domes
10 domingo
1 domingo!”
3 domingo,
3 domingo.
1 dominican
1 dominicans—were
1 dom—me,
1 dom—san
1 dom’go.”
1 donate
1 donate,
1 donate.
1 donation
14 donations
1 donations.
1 dondt
14 done
1 done,”
1 done.
